Front Text;Back Text
successor;następca(-czyni)
life style;styl życia
rein;lejce, trzymać za lejce
attribute;atrybut, cecha, przypisywać
office;biuro
garlic;czosnek
legendary;legendarny
trump;trąbić, przebijać atutem
look at;patrzeć na
hawker;domokrążca
thereupon;bezzwłocznie, natychmiast
sock;skarpeta
rewrite;pisać od nowa
pulse;puls, tętno, pulsować, tętnić
much;dużo, wiele(use with uncountable nouns)
pub;pub
basswood;(US) lipa(tree), lipowy
puppy;szczenię, szczeniak
openly;otwarcie, jawnie
satisfy;satysfakcjonować, zaspokajać
appropriate;stosowny, odpowiedni
baguette;bagietka
lurch;uchylać się, przechył
to be/get stuck;utknąć
trample;odgłos kroków(deptanie), rozdeptać, zdeptać
crown;korona, koronować
hot-headed;porywczy, w gorącej wodzie kąpany
staff;personel, pracownicy
driving licence;(UK) prawo jazdy
antenna;pl antennas/antennae - czułek(INSECT), antena(RADIO,TV)
changeling;zamienione dziecko
insist;upierać się, nalegać
door;dzwi
unavailable;nieosiągalny
audible;słyszalny
wagoner;woźnica
cinder;rozżarzony węgiel, żużel, pokrywać żużlem
model;model, model(ka)(fashion)
insensitive;niewrażliwy, niedelikatny
parsing;analiza składniowa
flavour;smak, przyprawiać(UK)
stab;pchnięcie, dźgnięcie, ukłucie, dźgnąć
printer;drukarz, drukarnia, drukarka
consequence;konsekwencja, następstwo
history;historia
get;got got/gotten - dostawać
coincidence;zbieg okoliczności
corporate;korporacyjny(dotyczący spółki), zbiorowy
signboard;szyld(przed sklepem)
brass;mosiądz
bike;rower
thousand;tysiać(1000)
particulars;szczegóły
pretty;ładny
pepper;pieprz, papryka
thought;myśl
unbar;odryglować
hew;hewed hewed/hewn - ciosać, rąbać
frantic;szalony, oszalały
exclusive;ekskluzywny, wyłączny, zastrzeżony
tarry;smolisty, pokryty smołą
trouble;kłopot
cardigan;sweter rozpinany
vane;łopatka(wentylatora, wiatraka)
in secret;w tajemnicy
road;droga
eat;ate eaten - jeść
brief;krótki
interest;zainteresowanie
overtake;overtook overtaken - wyprzedzić, ogarniać
designer;projektant
gram;gram
by the way;swoją drogą, przy okazji
pledge;przyrzeczenie, zobowiązanie, przyrzekać
villager;mieszkaniec(-nka) wsi
cipher;szyfr, zaszyfrować, cyfra zero
conclusion;zakończenie, wniosek, konkluzja
solid-state;półprzewodnikowy
enquiry;zapytanie, dochodzenie(investigation)
turkey;indyk
billiards;bilard
crow;wrona, piać
luff;lik przedni(brzeg żagla do którego przyszyta jest kieszeń masztowa)
enrich;wzbogacić się, użyźnić
nap;drzemka
dimple;dołeczek(cheek, chin)
encouragement;zachęta, poparcie
know;knew known - wiedzieć
Santa Claus;Święty Mikołaj
fresher;student pierwszego roku
borrow;pożyczać
deck;pokład, piętro, talia(of cards)
snob;snob(ka)
moisten;zwilżać, skrapiać
backpack;plecak
oral;ustny, doustny
thrilling;podniecający, ekscytujący
unsave;zagrożony, niebezpieczny
languish;stracić werwę, usychać z tęsknoty
knee;kolano
emirate;emirat
quench;zahartować, zgasić
society;społeczeństwo
misleading;mylący, wprowadzający w błąd
carving;rzeźba, grawerowanie, rzeźbienie
man;pl men - męszczyzna
live it up;żyć na całego, używać życia
mammoth;mamut, olbrzymi, gigantyczny
pious;bogobojny, pobożny
diamond;diament, brylant, romb(SHAPE)
baby;niemowlę, kochanie
stumble;potknąć się
reindeer;renifer
operate on sth/sb;operować coś/kogoś
cattle;bydło
to stare at;wpatrywać się w, gapić się na
cast down;zawiedziony
expert;ekspert, biegły
mistake;mistook mistaken - błąd, pomyłka, pomylić się
protective;ochronny
poised;gotowy, przygotowany, opanowany, zrównoważony
judo;judo, dżudo(sztuka walki)
jacket;kurtka, marynarka
total;całkowity, zupełny, suma, sumować
wrong;zły, źle, błędny
conductor;dyrygent, konduktor, przewodnik
parachute;spadochron, skakać ze spadochronem
race;rasa, wyścig, ścigać się
specify;precyzować, uściślać, wymieniać
engineering thesis;praca inżynierska
party;partia(POL), grupa, partyjny, przyjęcie
bean;fasola
stink;stank stunk - smród, śmierdzieć
nog;rygiel
vampire;wampir(-irzyca)
settler;osadnik(-iczka)
catch;caught caught - łapać
side to side;z jednej strony na drugą, z boku na bok
minuscule;maluteńki, malusieńki
core;jądro, rdzeń
voter;głosujący, wyborca
cougar;puma
dusty;zakurzony
job;praca
partly;częściowo
inedible;niejadalny
income tax;podatek dochodowy
store;zapasy, sklep, dom towarowy, przechowywać, magazynować
gift;prezent, upominek
cod;dorsz
thump;cios, walnięcie, uderzać
expression;wyrażenie, wyraz, ekspresja
red;czerwony
amazed;zdumiony, zdziwiony
ponytail;koński ogon
corridor;korytarz
cupboard;kredens
Miss;Pani(o kobiecie niezamężnej), zwyciężczyni konkursu piękności
prime;zasadniczy, pierwszy
regularity;regularność
drums;perkusja
diabetes;cukrzyca
Spain;Hiszpania
peak hours;godziny szczytu
numerical;liczbowy
thirty;trzydzieści(30)
prune;suszona śliwka, przycinać(tree, flowers)
vibrant;żywy, jaskrawy
endeavour;(UK) próba, staranie, wysiłek, starać się
spare;wolny, zapasowy, oszczędzać
kiss;pocałunek, całować
handwriting;charakter pisma, pismo
elevation;wysokość(nad poziomem morza), wzrost(np. ciśnienia), elewacja
electricity;elektryczność
complain about;narzekać na
gigantic;gigantyczny
ammo;=ammunition(informal) - amunicja
March;marzec
tournament;turniej
cuddly;milusiński, milusi
data validation;sprawdzenie poprawności danych
think;thought thought - myśleć
choke;dławić się, dusić, ssanie(CARS)
deck out;dekorować coś
donkey;osioł
head;głowa, dyrektor, reszka(COIN), kierować
inky;atramentowy
ache;ból
intend;zamierzać
top secret;ściśle tajny
slumber party;domowa imprezka z noclegiem
campus;miasteczko uniwersyteckie
oath;przysięga
waggon;(UK) wagon, wóz
hospitable;gościnny, przyjazny
expiry;wygaśnięcie, utrata ważności
curious;ciekawy
soap;mydło
lighter;zapalniczka
fashion;moda, wzór, modelować
potential;potencjalny, potencjał
supermarket;supermarket
majesty;majestatyczność, majestat
video tape;taśma wideo
receival;przyjęcie, odbiór
lace up;sznurować
cartoon;karykatura, kreskówka, komiks
marble;marmur
drapery;draperia(tkanina ułożona w dekoracyjne fałdy)
bloody;krwawy, przeklęty, cholernie
heat;gorąco, ciepło, upał, gorączka
wedding;ślub, wesele
sketch;szkic, skecz, szkicować
admirer;wielbiciel(ka)
tedious;monotonny, żmudny
fastened;przymocowany
controversy;kontrowersja
suitably;odpowiednio
amazing;zdumiewający, niesamowity
glare;gniewne spojrzenie
accessory;akcesoria
tidbit;(US)smaczny kąsek
able;zdolny(be able to - zdolny do)
helm;drążek sterowy, sterować
manager;dyrektor, kierownik
signal;sygnał, dawać sygnał
plume;smuga(np. dymu), pióro, unosić(o dymie), czyścić(swoje pióra)
fiery;ognisty, rozpalający
unwell;chory, niezdrowy
forester;leśniczy
necessary;niezbędny, konieczny
agree;zgadzać się
liquid;płynny, płyn, ciecz
yoghurt;jogurt
leader;przywódca(-czyni), lider(ka)
lousy;nędzny, wstrętny
plumber;hydraulik
python;pyton(wąż)
drat;(a) niech to!(informal)
main;główny
produce;płody rolne, produkować
learn;learned/learnt learned/learnt - uczyć się
sneeze;kichać, kichnięcie
expect;spodziewać się, oczekiwać
vixen;lisica
favorably;(US)korzystnie, przychylnie
shabby;odrapany, znoszony, podły
quit;quit/quitted quit/quitted - rzucać, opuszczać
everybody;każdy
hostel;schronisko
appetite;apetyt, łaknienie
attendant;pomocnik, osoba z obsługi
need;potrzeba, potrzebować
unity;jedność, wspólnota
cheering;wiwaty
log house;kontrukcja wieńcowa, ściana wieńcowa
spend;spent spent - wydawać, spędzać
cure;lekarstwo, lek, wyleczyć, uzdrowić
multiple;wielokrotny, wieloraki, wielokrotność
flood;powódź, zalewać
gunpowder;proch strzelniczy
comfort;wygoda, komfort, pociecha, pocieszać
get the sack;być wylanym z pracy
conduct;prowadzić, przewodzić, prowadzenie
tissue;tkanka(anatomy)
get a bonus;otrzymać bonus
output;dane wyjściowe(comput)
trial;proces, próba
relaxed;zrelaksowany
chili;(US)chili
prey;zdobycz
sultan;sułtan
rumor;(US) pogłoska
chocolate;czekolada, czekoladowy
nothing;nic
sticky;kleisty, lepki
define;określać, zdefiniować
thunderstorm;burza z piorunami
sparse;rozproszony, rzadki
health care;opieka zdrowotna, opieka medyczna
let;let let - pozwalać
strict;surowy, ścisły
knead;gnieść, zagniatać, masować
bright;jasny, pogodny, bystry
brain;mózg
tobacco;tytoń
elate;uszczęśliwiać
matted;splątany
term;termin, określenie, kadencja, semestr, nazywać
messenger;goniec, kurier, posłaniec, przekazywać wiadomość
open;otwarty, otwierać
aircraft;pl aircraft - samolot
pull out;wyciągać, odjeżdzać(rail)
-smith;do tworzenia rzeczowników(twórca czegoś np. goldsmith)
star;gwiazda
vexed;zirytowany
guilty;winny
fleecy;wełniasty
cosy;(UK)przytulny
vengeance;zemsta
creep;crept crept - skradać się, czubek, głupek
algebra;algebra(MATH)
stage;scena
schedule;harmonogram, rozkład, zestawienie, planować
glimmer;migotać, migotanie
radium;rad
delicious;wyśmienity
pipe;rura, fajka, fujarka, doprowadzać rurami
ally;sojusznik
glad;zadowolony
wares;towary, usługi
weak;słaby
fuzzy;rozmyty, niewyraźny
pickax;kilof
astonishingly;zadziwiająco
dispatch;wysyłać, załatwiać
ripple;plusk
each;każdy
woe!;biada!
adapter;adapter, łącznik, przejściówka
move;ruch, przesunięcie
thoroughly;dokładnie, zupełnie
flight;lot
baptize;(US) chrzcić
mushroom;grzyb
amateur;amator(ka), amatorski
coral;koral, koralowy
reschedule;zmienić charmonogram
motherfucker;skurwysyn
eyebrow;brew(nad okiem)
Amazon;Amazonka(kobieta), amazoński
certificate;świadectwo, dyplom, certyfikat
forgetful;zapominalski
honey;miód, kochanie
margarine;margaryna
viscountess;wicehrabina
building;budowa, budynek
blade;ostrze
celebration;świętowanie
tutorial;instrukcja krok po kroku, seminarium
judge;sędzia, ekspert, oceniać
weskit;kamizelka(informal)
responsible;odpowiedzialny
waterfall;wodospad
handkerchief;pl handkerchiefs/handkerchieves - chusteczka
entirely;całkowicie
private;prywatny, szeregowy(MILITARY)
dictator;dyktator(ka)
strike;struck struck - strajk, uderzenie, strajkować, uderzać
itinerary;plan podróży
imposed;narzucony, wymuszony
candle;świeczka
undersell;konkurować cenami z
middleman;pośrednik
pregnant;w ciąży, znaczący
tail;ogon
company;firma, przedsiębiorstwo, kompania, towarzystwo
cheesecake;sernik
wanderer;wędrowiec
work flexitime;pracować w elastycznych godzinach
try on;przymierzyć
chubby;pulchny
atrocious;ohydny, okropny, okrutny, nieludzki
phosphorus;fosfor
puny;mizerny, drobny, żałosny
mouth;usta
volcano;pl volcanoes - wulkan
dependent;zależny
either;obaj, też(nie)
echo;pl echoes - echo, powtarzać, odbijać się echem
baggage;bagaż
benefit;korzyść, zasiłek, przynosić korzyść
throat;gardło
make your mouth water;sprawić, że cieknie ślinka(na widok jedzenia)
dog-tired;skonany, wykończony
our;nasz
spirit;dusza, duch
recommend;polecać
battle;bitwa, walczyć
thank you in advance;dziękuję z góry
bedroom;sypialnia
canteen;stołówka, kuchnia polowa
joystick;drążek sterowy, dżojstik
marketable;znajdujący zbyt
web;pajęczyna
dim;przyćmiony, ciemny
lubber;niedołęga
directory;katalog
stoop down;pochylać się
diode;dioda
take time off;weź wolne
physical;fizyczny, materialny
assault;napad, atak, napadać, atakować
stew;gulasz, pijatyka, pijak, moczymorda, dusić, zakuwać
yelp;okrzyk, skowyt(ANIMAL), krzyczeć, skowyczeć
combine;łączyć, mieszać
one and a half;półtora
exchange;wymiana
calm;spokojny, spokój, uspokajać
permit;zezwolenie, przepustka, pozwalać
tracksuit;dres
system;system, układ
safekeeping;opiekowanie się, bezpieczeństwo
poultry;drób, drobiowy
dictate;dyktować
regards;pozdrawiam
do the ironing;prasować
alike;podobny, taki sam
harmful;szkodliwy
set off;wyruszać, detonować, uruchamiać
citizenship;obywatelstwo
plotter;ploter
traitor;zdrajca(-jczyni)
blow up;wysadzić, nadmuchać
hitherto;dotychczas, do tej pory
capacitor;kondensator
nuclear fusion;synteza jądrowa
upset;upset upset - martwić, zmartwiony
arrogant;arogancki, bezczelny
rubbish dump;wysypisko(śmieci)
moonlit;oświetlony światłem księzyca
swagger;pyszałek, przechwalać się
design;projektowanie, projekt, projektować
age;wiek, starzeć się
heel;pięta, obcas
direct;bezpośredni, kierować
wild strawberry;poziomka
flit;przemieszczać się szybko, śmigać
backlog;zaległości, nagromadzić się(o zaległościach)
pride;duma, pycha
vertebra;pl vertebras/vertebrae - kręg
predict;przewidywać
cigar;cygaro
crowd;tłum
look;patrzeć, spojrzenie
drip;kroplówka(MED), kapanie, kapać
nerd;głupek, dureń
undo;undid undone - rozwiązywać, rozpinać, cofnąć
pad;podkładka, bloczek, cicho chodzić
strictly;surowo, ściśle
sub-;"oznacza ""pod"" lub ""prawie"""
feel homesick;tęsknić za domem
possibility;możliwość
sandy;piaskowy
erupt;wybuchać
get on with sb;mieć z kimś dobre stosunki
thine;twój(old use)
combat;walka, walczyć
annoying;irytujący, denerwujący
inadequate;nieadekwatny, nieodpowiedni
photoelectric;fotoelektryczny
renovation;renowacja
whirr;warkotać, warczeć
dessert;deser
anorak;skafander
hansel;podarunek na szczęście, dać komuś podarunek na szczęście
vase;wazon
zoom in;powiększyć
presentation;przedstawienie, prezentacja
all alone;zupełnie sam
touch;dotyk, dotykać
suck;zasysać, ssać
painkiller;środek przeciwbólowy, lek przeciwbólowy
to insist on sth;upierać się przy czymś
comma;przecinek
eye;oko
artwork;szata graficzna
improve;poprawiać, polepszać
faith;wiara
utilisation;(UK) użytkowanie, wykorzystanie
interact;oddziaływać na siebie
croupier;krupier
annoy;irytować, drażnić
pyramid;piramida, ostrosłup
wilt;opadać z sił, usychać, więdnąć
next;następny
picturesque;malowniczy, barwny
trail;szlak
repair;naprawa, naprawiać
litter;śmieci, miot(ANIMALS), zaśmiecać
casserole;zapiekanka, naczynie żaroodporne
do up sth;zapiąć coś, odnowić coś, udekorować coś
shrink;shrank shrunk - kurczyć się, psychiatra
record;zapis, rekord, zapisywać, nagrywać, rekordowy
effort;wysiłek, usiłowanie, próba
tomato;pl tomatoes - pomidor
venue;lokal, miejsce
figure out;wymyślić, wykombinować
spooler;bufor
elated;uszczęśliwiony
outwards;(UK) zewnętrzny, na zewnątrz
arch;łuk
collector;kolekcjoner, zbieracz
frolicking;dokazywanie, figlowanie
successive;kolejny, następujacy po sobie
scarf;pl scarfs or scarves - szal, chusta
afford;pozwalać sobie na, udzielać
grisly;makabryczny, przerażający
horror-struck;struchlały
instead of;zamiast
slack;zwis, zwisać
plum;śliwka
art;sztuka
pale;blady
thrice;trzy razy, trzykrotnie
snorkel;rurka do nurkowania
hardware;hardware-sprzęt(COMPUTERS), ciężkie uzbrojenie(MILITARY)
librarian;bibliotekarz(arka)
betake;betook betoken - przykładać się
sun;słońce
crooking;zgięcie
woe;cierpienie, rozpacz
riot;rozruchy, burzyć się
sunrise;wschód słońca
ancient;starożytny
name day;imieniny
stretch out;wyciągać się, położyć się
freeze;froze frozen - mrozić, przymrozek
restart;uruchamiać ponownie, wznawiać
wage;płaca, zarobki
make up your mind;podejmij decyzję
wait;czekać
invitation to tender;przetarg
donate (to);ofiarowywać (na)
quartz;kwarc, kwarcowy
combative;waleczny, wojowniczy
section;część, dział, sekcja
smell;smelt/smelled smelt/smelled - zapach, wyczuwać, pachnieć
microscope;mikroskop
district;region, dzielnica
exclamatory;wykrzyknikowy
moss;mech, pokryć mchem
swing;swung swung - huśtawka, huśtać, kołysać
slender;smukły, szczupły
unpredictable;nieprzewidywalny
position;położenie, pozycja
build;built built - budowa, budować
bury;pogrzebać, zakopać
almost;prawie
crazy;pomylony, zwariowany
demand;żądać, wymagać, żądanie, wymaganie, popyt
stand;stood stood - stać
beckon;przywoływać gestem, kusić, wabić
tension;napięcie, naprężenie
stomach;żołądek
overload;przeładowywać, przeciążać
sister in law;szwagierka
ordain;zarządzać, ustanowić, wyświęcić
migraine;migrena
mosaic;mozaika
girl;dziewczyna
secretly;w tajemnicy
sale;sprzedaż, wyprzedaż
large-scale;na dużą skalę
malware;złośliwe oprogramowanie
sunup;wschód słońca
snapchot;zdjęcie, fotka
trespasser;osoba wkraczająca na teren prywatny bez zgody właściciela
cruelty;okrucieństwo
ant-hill;mrowisko
enjoy;cieszyć się
kidnapper;porywacz
comment;komentarz
die off;wymierać
nohow;w żadnym razie
seldom;rzadko
car accident;wypadek samochodowy
boyfriend;chłopak(z którym jest się w związku)
viper;żmija
prudently;rozważnie, roztropnie
cords;sztruksy
fps;frames per second
impossible;niemożliwy
petrol;(UK)benzyna
assistive;wspomagający
rout;rozgromić, rozgromienie
hatchet;siekiera, topór
species;gatunek
strap;pasek, ramiączko
pattern;wzór
tornado;pl tornadoes - tornado
rigid;sztywny, ścisły
cite;wymieniać, cytować, przytaczać
severely;ciężko, poważnie
atomizer;rozpylacz
submarine;łódź podwodna
wood;drewno, las, drewniany
undead;nieumarły, ożywieniec
stifle;spowalniać, tłumić
tolerate;znosić
capability;zdolność
at all costs;za wszelką cenę
different;inny, różny
sign;znak, podpisywać
daydream;sen na jawie, marzenie
spatial;przestrzenny
humankind;ludzkość, gatunek ludzki
mile;mila
